text,acronym,option_text,label
"de boudin ou de rails Réservé. A503.9 Dispositions relatives au départ des trains ne figurant pas dans la CLE propre à l'établissement - SATHONAY-RILLIEUX, sur la voie A sens impair, pour les trains ne transportant pas de",CLE,"Consigne Locale d'Exploitation :  Le Service chargé de la gestion des circulations établit les Consignes Locales d'Exploitation (CLE) pour chaque gare, chantier ou établissement PL.  Elles servent de base pour l'élaboration des consignes et instructions opérationnelles des EF et du Service chargé de la gestion des circulations.",1
"Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le ""RT"" sont réputés non compatibles sauf si l’EF dispose de l’AC correspondante",EF,Etablissement flottant,0
"Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le ""RT"" sont réputés non compatibles sauf si l’EF dispose de l’AC correspondante",EF,Equipement fixe,0
"Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le ""RT"" sont réputés non compatibles sauf si l’EF dispose de l’AC correspondante",EF,Essai journalier (des freins),0
"Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le ""RT"" sont réputés non compatibles sauf si l’EF dispose de l’AC correspondante",EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
"Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le ""RT"" sont réputés non compatibles sauf si l’EF dispose de l’AC correspondante",EF,Escalier Fixe,0
"Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y circuler. Les engins moteurs non mentionnés pour tout ou partie des sections de ligne constituant le ""RT"" sont réputés non compatibles sauf si l’EF dispose de l’AC correspondante",EF,Essai de Frein,0
− Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de Rhône Alpes - Pôle sécurité − COGC de Lyon- CRC.,CRC,CERENCES,0
− Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de Rhône Alpes - Pôle sécurité − COGC de Lyon- CRC.,CRC,Contrôle de Redondance Cyclique ou Cyclical Redundancy Check :  système de calcul garantissant l'intégrité des données transmises ( vérification de parité),0
− Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de Rhône Alpes - Pôle sécurité − COGC de Lyon- CRC.,CRC,Coordonnateur Régional des Circulations,1
− Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de Rhône Alpes - Pôle sécurité − COGC de Lyon- CRC.,CRC,Centre de relations clientèle,0
− Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de Rhône Alpes - Pôle sécurité − COGC de Lyon- CRC.,CRC,Compte Rendu de Caisse,0
− Direction de l'Exploitation − Entreprises titulaires d’une attestation de sécurité et exerçant des activités relatives à la gestion de l'infrastructure − Etablissement Infra Circulation de Rhône Alpes - Pôle sécurité − COGC de Lyon- CRC.,CRC,Centre régional de conduite,0
Page 4 MPY-RT-4075B- Version 01 du 15-02-2014  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
Page 4 MPY-RT-4075B- Version 01 du 15-02-2014  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Equipement fixe,0
Page 4 MPY-RT-4075B- Version 01 du 15-02-2014  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Essai journalier (des freins),0
Page 4 MPY-RT-4075B- Version 01 du 15-02-2014  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Etablissement flottant,0
Page 4 MPY-RT-4075B- Version 01 du 15-02-2014  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Escalier Fixe,0
Page 4 MPY-RT-4075B- Version 01 du 15-02-2014  Article B101 Domaine de circulation Il appartient aux EF de vérifier la compatibilité des engins avec les sections de ligne avant d’y,EF,Essai de Frein,0
KVB contrôle de vitesse par balises PL pleine ligne PN passage à niveau RFF Réseau ferré de France RFN réseau ferré national,RFF,ROSCOFF,0
KVB contrôle de vitesse par balises PL pleine ligne PN passage à niveau RFF Réseau ferré de France RFN réseau ferré national,RFF,Réseau férré de france,1
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,CSS,carte de sortie sécuritaire,0
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,CSS,Commande Standard Synchrone,0
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,CSS,CHALON SUR SAONE,0
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,CSS,Central Sous Station,1
Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des circulations. Ligne à forte,EF,Essai de Frein,0
Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des circulations. Ligne à forte,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des circulations. Ligne à forte,EF,Essai journalier (des freins),0
Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des circulations. Ligne à forte,EF,Escalier Fixe,0
Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des circulations. Ligne à forte,EF,Equipement fixe,0
Un itinéraire est équivalent lorsque les trains peuvent être dirigés vers cet itinéraire sans accord préalable des EF concernées sauf cas prévus dans les règles opérationnelles relatives à la gestion des circulations. Ligne à forte,EF,Etablissement flottant,0
"Poste 15 téléc par Suly P1Km 510,2 (PLM via LYD)Km 0,0      (voies Racc.)(1) Canal radio 9 pour technicentre TGV",PLM,Pôle locatif meublés,0
"Poste 15 téléc par Suly P1Km 510,2 (PLM via LYD)Km 0,0      (voies Racc.)(1) Canal radio 9 pour technicentre TGV",PLM,Ligne Paris-Lyon-Marseille (Paris-Lyon-Méditerranée),1
"Poste 15 téléc par Suly P1Km 510,2 (PLM via LYD)Km 0,0      (voies Racc.)(1) Canal radio 9 pour technicentre TGV",PLM,"Product Lifecycle Management.Le PLM est l'extension du PDM (Product Data Management, circonscrit au périmètre de&nbsp;l'Ingénierie) à toute la chaine de gestion du cycle de vie du Produit, depuis la spécification des exigences jusqu'à la fin de vie, en passant par la maitrise de la définition du Matériel et les nécessités du MCO (Maintien en Conditions Opérationnelles) : Mise en service, Maintenance, Réparation, Approvisionnements, Achats...",0
"Poste 15 téléc par Suly P1Km 510,2 (PLM via LYD)Km 0,0      (voies Racc.)(1) Canal radio 9 pour technicentre TGV",PLM,"Nom d'une ancienne compagnie ferroviaire française, la compagnie des chemins de fer de paris à lyon et à la méditerranée.",0
"Poste 15 téléc par Suly P1Km 510,2 (PLM via LYD)Km 0,0      (voies Racc.)(1) Canal radio 9 pour technicentre TGV",PLM,PARAY LE MONIAL,0
"384 648,956 SAL 2 X X X382 645,980 SAL 2 X X X381 645,472 SAL 2 X X X380 644,869 Non Gardé X PN avec croix de St André379 643,978 SAL 2 X X X378 643,731 SAL 2 X X X377 643,409 SAL 2 X X X376 641,823 SAL 2 X X X375 641,263 SAL 2 X X X374 640,642 Non Gardé X PN avec croix de St André373 640,221 SAL 2 X X X372 639,426 Non Gardé X PN avec croix de St André371 637,710 SAL 2 X X XDésignation des PN",SAL,SALBRIS,0
"384 648,956 SAL 2 X X X382 645,980 SAL 2 X X X381 645,472 SAL 2 X X X380 644,869 Non Gardé X PN avec croix de St André379 643,978 SAL 2 X X X378 643,731 SAL 2 X X X377 643,409 SAL 2 X X X376 641,823 SAL 2 X X X375 641,263 SAL 2 X X X374 640,642 Non Gardé X PN avec croix de St André373 640,221 SAL 2 X X X372 639,426 Non Gardé X PN avec croix de St André371 637,710 SAL 2 X X XDésignation des PN",SAL,"Signal d'Alerte Lumineux. C'est le clignotement des projecteurs d'un train, indiquant aux circulations circulant dans l'autre sens d'un éventuel danger immédiat. Le SAL ordonne à tous les conducteurs l'apercevant de s'arrêter d'urgence.",0
